FID,ogc_fid,name,description,timestamp,begin,end,altitudemode,tessellate,extrude,visibility,draworder,icon,id,nombre,descripcion,direccion,url,email,contacto,horarios,precios,titularidad,tarjetajoven,accesopmr,tlfcontacto,infoesp,wkb_geometry,VEINTICUATROHORAS,fiabilidad_pct
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1f49,6220517,,,,,,,-1,0,-1,,,4286,DEA_591,EMPRESA Indra Corporate Services S.L. (recepción),"CALLE SEVERO OCHOA, 23",,igestrecha@minsait.com,,L a V  de 8:00 a 19:00h,,PRIVADA,No,No,951089312,,POINT (-4.557368823477542 36.73535612683191),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1f48,6220518,,,,,,,-1,0,-1,,,6763,DEA_605,EMPRESA DEKRA Edificio HQ (Entrada),"CALLE SEVERO OCHOA, 2",,,,07:00-19:00,,PRIVADA,No,No,952619100,,POINT (-4.553989420656786 36.73615084839711),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1f47,6220519,,,,,,,-1,0,-1,,,7127,DEA_687,"UMA INSTITUTOS UNIVERSITARIOS. En el hall de la entrada, a mano derecha.","CALLE SEVERO OCHOA, 4",,,,"Días lectivos de 08:00h a 21:00h
Del 10 de julio, de 08:00 a 15:00 horas. Todos los centros y edificios de la UMA permanecerán cerrados en Navidad, Semana Santa y, las 3 primeras semanas de agosto.",,UMA,No,No,951952983,,POINT (-4.554219437391544 36.73561224934116),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1f46,6220520,,,,,,,-1,0,-1,,,14024,DEA_649,"TDK ELECTRONICS COMPONENTS, S.A.U. (PLANTA -2 – AREA PRODUCCION – SECCION MEDICION
AUTOMÁTICA )","CALLE SEVERO OCHOA, 66",,andres.fernandez@tdk.com,,24H,,PRIVADA,No,No,952648307,,POINT (-4.560238357008207 36.744923926223656),Si,92
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1f45,6220521,,,,,,,-1,0,-1,,,14025,DEA_650,"TDK ELECTRONICS COMPONENTS, S.A.U (PLANTA -1 – ENTRADA LABORATORIO I+D )","CALLE SEVERO OCHOA, 66",,andres.fernandez@tdk.com,,24H,,PRIVADA,No,No,952648307,,POINT (-4.560245369703945 36.74494503358428),Si,92
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1f44,6220522,,,,,,,-1,0,-1,,,6701,DEA_598,EMPRESA CARDIVAIS S.A.,"CALLE SEVERO OCHOA, 64",,cardiva@cardivais.com,,L a V 7:00 - 23:00 H.,,PRIVADA,No,No,952334350,,POINT (-4.558542212454757 36.743636595300345),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1f43,6220523,,,,,,,-1,0,-1,,,6702,DEA_599,EMPRESA CARDIVAIS S.A,"CALLE SEVERO OCHOA, 64",,cardiva@cardivais.com,,L a V 7:00 a 15:00 h.,,PRIVADA,No,No,952334350,,POINT (-4.558079434037411 36.74380801125253),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1f42,6220524,,,,,,,-1,0,-1,,,7925,DEA_613,EMPRESA Pública de Emergencia Sanitaria (Junto recepción),"CALLE SEVERO OCHOA, 28",,recepcion.epes@juntadeandalucia.es,,8 a 15 horas,,PRIVADA,No,No,951042200,,POINT (-4.557237346984048 36.73929796796949),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1f41,6220525,,,,,,,-1,0,-1,,,7039,DEA_679,UMA Edif. Bioinnovación (Entre secretaría y el comedor),"CALLE SEVERO OCHOA, 34",,,,08:00 a 21:00 Horario Lectivo,,OTRAS,No,No,951952983,,POINT (-4.555334533058246 36.738358977963735),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1f40,6220526,,,,,,,-1,0,-1,,,3748,DEA_119,Promalaga(PTA) (en la entrada),"CALLE SEVERO OCHOA, 27",,manuelramos@promalaga.es,,L  a V 9:00 a 14:00h,,PRIVADA,No,No,951014666,,POINT (-4.556902955971266 36.7359780819917),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1f3f,6220527,,,,,,,-1,0,-1,,,6781,DEA_606,"EMPRESA OPPLUS OPERACIONES Y SERVICIOS, S.A (Frente ascensor 4ª Planta Torre Norte)","CALLE SEVERO OCHOA, 51",,angel.navarro@opplus.bbva.com,,L A V 07:00 A 18:00,,PRIVADA,No,No,952579077,,POINT (-4.554906766719296 36.7388314520196),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1f3e,6220528,,,,,,,-1,0,-1,,,6782,DEA_607,"EMPRESA OPPLUS, OPERACIONES Y SERVICIO, S.A (Frente ascensor 1ª PLanta. Torre sur)","CALLE SEVERO OCHOA, 51",,angel.navarro@opplus.bbva.com,,L A V  07:00 A 18:00,,PRIVADA,No,No,952579213,,POINT (-4.555378175499537 36.739480350031414),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1f3d,6220529,,,,,,,-1,0,-1,,,80137,DEA_811,CENTRO DE EMPRESAS IS5 (CENTESIMAL),"CALLE SEVERO OCHOA, 61",,areainnovacion@malaga.eu,,8:00-15:00h,,PRIVADA,No,No,,,POINT (-4.553097110688516 36.74037910875154),No,73
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1f3c,6220530,,,,,,,-1,0,-1,,,3725,DEA_147,OMAC  Campanillas (recepción 1ª Planta),"CALLE RAMÍREZ ARCAS, 2",,ppalacios@malaga.eu,,L-V  8:00-15:00h,,MUNICIPAL,No,No,951926049,,POINT (-4.54519396029254 36.72796554963906),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1f3b,6220531,,,,,,,-1,0,-1,,,14267,DEA_709,BIBLIOTECA JORGE LUIS BORGES,"CALLE RAMÍREZ ARCAS, 2",,rdelgado@malaga.eu//biblio.jlborjer@malaga.eu,,"L-V de 9:30 a 14:30 
L y X 16:30 a 20:30 h.
VER: L-V 9:00 14:00 h.",,MUNICIPAL,No,No,951926109,,POINT (-4.544865332316381 36.727731323209504),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1f3a,6220532,,,,,,,-1,0,-1,,,13984,DEA_521,"BIDA FARMA S. COOP. ANDALUZA (Edif. Oficinas, primera Planta, Puerta Izq.)","CALLE PROKÓFIEV, 2",,ignacio.lagier@bidafarma.es,,L-V 08:00 a 22:00,,PRIVADA,No,No,952248900,,POINT (-4.515516734055671 36.71320174168422),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1f39,6220533,,,,,,,-1,0,-1,,,13985,DEA_522,BIDA FARMA S. COOP. ANDALUZA (Almacén),"CALLE PROKÓFIEV, 2",,ignacio.lagier@bidafarma.es,,La V 08:00 a 22:00,,PRIVADA,No,No,952248900,,POINT (-4.515542695647896 36.71301538553363),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1f38,6220534,,,,,,,-1,0,-1,,,80079,DEA_804,CEIP FUENTE ALEGRE (CENTESIMAL),"CALLE FUENTE ALEGRE, 7",,areainnovacion@malaga.eu,,7:30-18:00h (periodo lectivo),,PRIVADA,No,No,951298650,,POINT (-4.4831486504051705 36.74500787391536),No,21
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1f37,6220535,,,,,,,-1,0,-1,,,12864,DEA_371,CENTRO CIUDADANO PARQUE ARTESANAL( Salón a la derecha),"AVENIDA DE MANUEL RODRÍGUEZ, 7",,mari_kamen@msn.com,,L a J 17:00 a 20:00 h.,,MUNICIPAL,No,No,666413400,,POINT (-4.479019688020175 36.73427509067521),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1f36,6220536,,,,,,,-1,0,-1,,,7166,DEA_218,Centro Ciudadano Felix Ariza Gutierrez (Hall a la izquierda),"CALLE LA SONATA, 2",,fanuca395@gmail.com,,L a V 9:00 a 13:30 y 17:30 a 21:00 h.,,MUNICIPAL,No,No,684158165,,POINT (-4.469685768426609 36.72124001176762),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1f35,6220537,,,,,,,-1,0,-1,,,3628,DEA_078,Centro Servicios Sociales HUELIN (Entrando a la izquierda),"CALLE EMILIO DE LA CERDA, 24",,css12@malaga.eu//irrueda@malaga.eu,,L a V 8:00 a 15:00h.,,MUNICIPAL,No,No,951926185,,POINT (-4.437794723052137 36.70248015223908),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1f34,6220538,,,,,,,-1,0,-1,,,3204,DEA_050,ASAEC (Asociación Solidaridad Asistencial En Compañía),"CALLE VIRGEN DE LA SERVITA, 36",,asaecmalaga@hotmail.com,,L a V 8:00 a 15:00 h.,,MUNICIPAL,No,No,600727577,,POINT (-4.4445691376625325 36.716579444307364),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1f33,6220539,,,,,,,-1,0,-1,,,7228,DEA_224,Centro Ciudadano Victoria Kent (Recepción),"CALLE SIERRA DE ALMADÉN, 11",,aortega@malaga.eu,,L a V 8:00 a 14:00 y 16:00 a 20:00 h.,,MUNICIPAL,No,No,649972326,,POINT (-4.450747830608526 36.727020256666506),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1f32,6220540,,,,,,,-1,0,-1,,,11616,DEA_335,PARKING TEJON Y RODRIGUEZ (dentro de la garita),"CALLE TEJÓN Y RODRÍGUEZ, 9",,jmcano@smassa.eu,,08:00-22:00,,MUNICIPAL,No,No,952224961,,POINT (-4.42148251280186 36.72348766025355),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1f31,6220541,,,,,,,-1,0,-1,,,14224,DEA_699,PARKING SALITRE,"CALLE SALITRE, 8",,jmcano@smassa.es,,08:00-22:00,,MUNICIPAL,No,No,951365280,,POINT (-4.426796917727771 36.71430571152552),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1f30,6220542,,,,,,,-1,0,-1,,,14268,DEA_710,BIBLIOTECA SERAFIN ESTEBANEZ CALDERON,"CALLE RONDA DEL NORTE, 11",,frluque@malaga.eu//biblio.secalderon@malaga.eu,,"L-V de 09:30 a 14:00 h. 
M y J 16:30 a 20:30 h.
",,MUNICIPAL,No,No,951926186,,POINT (-4.567439295378379 36.73247444912467),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1f2f,6220543,,,,,,,-1,0,-1,,,12404,DEA_436,EDUCACION Colegio Fundación Sagrada Familia,"AVENIDA DE SANTIAGO RAMÓN Y CAJAL, 41",,csfamilia@fundacionunicaja.com,,LUNES A VIERNES DE 7:30 A 15:00 H - DÍAS NO LECTIVOS DE 9:00 A 14:00H,,AUTONOMICA,No,No,,,POINT (-4.423288217952495 36.74332143052306),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1f2e,6220544,,,,,,,-1,0,-1,,,3724,DEA_145,OMAC - El Palo (Izq entrada),"CALLE REAL, 18",,rmfuentes@malaga.eu,,"L a V de 8:00 - 15:00 h
",,MUNICIPAL,No,No,951927774,,POINT (-4.358988747029693 36.721293830747044),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1f2d,6220545,,,,,,,-1,0,-1,,,14365,DEA_720,Centro Servicios Sociales El Palo,"CALLE DÁNVILA Y COLLADO, 4",,css2@malaga.eu//cmingorance@malaga.eu,,L a V 09:00 a 14:00 h.,,MUNICIPAL,No,No,951927628,,POINT (-4.3582805662373305 36.71953441004654),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1f2c,6220546,,,,,,,-1,0,-1,,,13048,DEA_477,EDUCACION CE IES SIERRA BERMEJA (Consejería),"AVENIDA DE SANTIAGO RAMÓN Y CAJAL, 113",,29005965.edu@juntadeandalucia.es,,L-V (8:00-14:30/ 15:30-21:30) AGOSTO CERRADO,,PRIVADA,No,No,951297990,,POINT (-4.423073027626629 36.747433612336515),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1f2b,6220547,,,,,,,-1,0,-1,,,12326,DEA_431,"TOTEM (Avda. Santiago Ramón y Cajal,69)","AVENIDA DE SANTIAGO RAMÓN Y CAJAL, 69",,jtoscano@malaga.eu,,24 h.,,MUNICIPAL,No,No,,,POINT (-4.423050656087154 36.74491630918791),Si,92
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1f2a,6220548,,,,,,,-1,0,-1,,,3221,DEA_062,ÁREA ESPAM (Recepción a la izquierda),"AVENIDA DE SANTIAGO RAMÓN Y CAJAL, 105",,jgonzalezvergara@malaga.eu,,24H.,,MUNICIPAL,No,No,,,POINT (-4.422803868582261 36.746599274176575),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1f29,6220549,,,,,,,-1,0,-1,,,10219,DEA_639,EDUCACION CE IES Politécnico Jesús Marín (Sala de profesores),"CALLE DEL POLITÉCNICO, 1",,29005989.edu@juntadeandalucia.es,,Lunes a Viernes de 8 a 22,,AUTONOMICA,No,No,671533834,,POINT (-4.446934303936873 36.71831019900523),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1f28,6220550,,,,,,,-1,0,-1,,,14288,DEA_718,BIBLIOTECA MUNICIPAL SALVADOR RUEDA,"AVENIDA DE SANTIAGO RAMÓN Y CAJAL, 24",,ampascual@malaga.eu//biblio.srueda@malaga.eu,,"INV: L a V 9:30 a 14:00 
L y M 16:30 a 20:30 h.",,MUNICIPAL,No,No,951926106,,POINT (-4.423531807882328 36.73876154002758),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1f27,6220551,,,,,,,-1,0,-1,,,3212,DEA_011,"BIBLIOTECA ""Narciso Diaz de Escovar"" El Torcal (Entrando a la Izquierda)","CALLE NIÑO DE GLORIA, 2",,biblio.ndiazescovar@malaga.eu,,"L a V 9:30 a 14:00 
M y J 16:30 a 20:30",,MUNICIPAL,No,No,,,POINT (-4.44885512316078 36.70048304109433),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1f26,6220552,,,,,,,-1,0,-1,,,6985,DEA_205,LUIS PORTERO ABOGADOS (Recepción 2ºB,"PASILLO DE SANTA ISABEL, 15",,LUIS@LUISPORTERO.COM,,"L a J  9:00 H A 21:00 H, V9:00 H A 16:00 H",,PRIVADA,No,No,952919275,,POINT (-4.425118540440356 36.71959704260461),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1f25,6220553,,,,,,,-1,0,-1,,,4124,DEA_189,C. Deportivo Polideportivo José Paterna ( recepción),"CALLE PRACTICANTE FERNÁNDEZ ALCOLEA, 66",,areadeporte@malaga.eu,,"L a V : 08:00-14:00h / 17:00-23:00h, S 09:00-14:00/17:00-22:00h.
D: 08:00 a 14:00h.",,PRIVADA,No,No,951929201,,POINT (-4.354899220589482 36.719096820905776),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1f24,6220554,,,,,,,-1,0,-1,,,79815,DEA_792,POLIDEPORTIVOJOSÉ PATERNA,"CALLE PRACTICANTE FERNÁNDEZ ALCOLEA, 66",,areadeporte@malaga.eu,,L-V 8.00 A 14.00H Y 17.00 A 23.00//SyD 9.00 A 14.00,,MUNICIPAL,No,No,,,POINT (-4.356106128061478 36.71945073701398),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1f23,6220555,,,,,,,-1,0,-1,,,3752,DEA_123,CULTURA Teatro Cervantes. Entrada principal,"CALLE RAMOS MARÍN, 1",,jmpineda@malagaprocultura.com,,"De 7:30 a 22:00H
",,MUNICIPAL,No,No,952224109,,POINT (-4.418773864976995 36.7246477246311),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1f22,6220556,,,,,,,-1,0,-1,,,11804,DEA_391,TOTEM (C/ Horno 12),"CALLE HORNO, 12",,jtoscano@malaga.eu,,24h.,,MUNICIPAL,No,No,,,POINT (-4.423940413346547 36.72086253667723),Si,92
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1f21,6220557,,,,,,,-1,0,-1,,,7247,DEA_228,Centro Ciudadano La Mosca (Hall),"CALLE CONDE DE LAS NAVAS, 56",,franciscovertedor25@gmail.com,,M a D 13:00h a 21:00H,,MUNICIPAL,No,No,619580839,,POINT (-4.370671850048652 36.730019883807444),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1f20,6220558,,,,,,,-1,0,-1,,,74511,DEA_758,TOTEM ( Plaza de Pio XII),"PLAZA DE PÍO XII, 1",,jtoscano@malaga.eu,,24 h.,,MUNICIPAL,No,No,682760873,,POINT (-4.443580141698932 36.717214305163886),Si,92
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1f1f,6220559,,,,,,,-1,0,-1,,,79816,DEA_793,TOTEM EL PALO,"CALLE ARQUITECTO EDUARDO ESTEVE, 9",,jtoscano@malaga.eu,,24h,,MUNICIPAL,No,No,,,POINT (-4.362975576120282 36.720119733343324),Si,92
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1f1e,6220560,,,,,,,-1,0,-1,,,79348,DEA_788,Hospital Vithas Parque San Antonio,"AVENIDA DEL PINTOR JOAQUÍN SOROLLA, 2",,derojasj@vithas.es,,24h,,PRIVADA,No,No,,,POINT (-4.397617406646632 36.72300659469148),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1f1d,6220561,,,,,,,-1,0,-1,,,4223,DEA_531,CENTRO DE SALUD Capuchinos - Salud Mental Guadalmedina ( entrada),"CALLE PEINADO, 9",,direccion.d.malaga.sspa@juntadeandalucia.es,,L a V de 8 a 20h,,AUTONOMICA,No,No,951308612,,POINT (-4.422805734667689 36.73117473060924),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1f1c,6220562,,,,,,,-1,0,-1,,,12044,DEA_378,CENTRO CIUDADANOS OLIAS,"CALLE LA SINFONÍA, 8",,NO TIENE,,Viernes 18:00 a 20:00 h.,,MUNICIPAL,No,No,628683317,,POINT (-4.320080504910482 36.7705885967723),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1f1b,6220563,,,,,,,-1,0,-1,,,7864,DEA_241,TOTEM  (Paseo Marítimo Pablo Ruiz Picasso junto a la zona de musculación),"AVENIDA DEL PINTOR JOAQUÍN SOROLLA, 107",,jtoscano@malaga.eu,,24h,,MUNICIPAL,No,No,,,POINT (-4.386158549287494 36.72141981000589),Si,92
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1f1a,6220564,,,,,,,-1,0,-1,,,12765,DEA_284,CENTRO CIUDADANO JARAZMIN,"CALLE JUREL, 10",,marina__gr@hotmail.com,,Abre solo para eventos.,,MUNICIPAL,No,No,652817998,,POINT (-4.334979542260957 36.72801006328295),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1f19,6220565,,,,,,,-1,0,-1,,,3981,DEA_546,METRO Estación La Isla (conserjería),"CALLE VELASCO, 1",,j.ocana@metromalaga.es,,"Lunes a Jueves: 06:30-23:15
Viernes: 06:30-1:45
Sábado: 07:00-01:45
Domingo y festivos: 07:00-23:15
Horarios especiales Navidad, Semana Santa y Feria. Consultar oficina Att. Cliente: 902112233",,PRIVADA,No,No,952061640,,POINT (-4.435708611092341 36.70800409375865),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1f18,6220566,,,,,,,-1,0,-1,,,14701,DEA_729,EDUCACION IES MARIA VICTORIA ATENCIA (junto a conserjeria),"CAMINO DE ROJAS, 2",,direccion@edumva.com,,"SOLO PERIODO ESCOLAR: L-V de 8:15h a 14:15h
Festivos cerrado",,PRIVADA,No,No,951293808,,POINT (-4.566345821200446 36.73262216165696),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1f17,6220567,,,,,,,-1,0,-1,,,11689,DEA_368,CENTRO CIUDADANO TRES CRUCES,"CALLE ALPARGATERITO, 2",,infofederacionagora@gmail.com,,L a V 7:30 a 14:00 y de 16:30 a 19:30,,MUNICIPAL,No,No,,,POINT (-4.450749363974995 36.70136111583174),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1f16,6220568,,,,,,,-1,0,-1,,,80052,DEA_803,TOTEM (AVDA IMPERIO ARGENTINA 14),"AVENIDA IMPERIO ARGENTINA, 14",,jtoscano@malaga.eu,,24h,,MUNICIPAL,No,No,,,POINT (-4.4533808543778175 36.68197029680345),Si,92
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1f15,6220569,,,,,,,-1,0,-1,,,74509,DEA_756,EDUCACION CEIP RICARDO LEÓN,"CALLE ALMOGÍA, 11",,,,HORARIO ESCOLAR,,PRIVADA,No,No,951298303,,POINT (-4.454091637684522 36.717553933040946),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1f14,6220570,,,,,,,-1,0,-1,,,80461,DEA_827,CEIP RICARDO DE LEÓN (CENTESIMAL),"CALLE ALMOGÍA, 11",,areainnovacion@malaga.eu,,7.00 A 18.00 L-V,,PRIVADA,No,No,951298303,,POINT (-4.454091637684522 36.717553933040946),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1f13,6220571,,,,,,,-1,0,-1,,,12764,DEA_283,CENTRO CIUDADANO PORTADA ALTA,"CALLE ARCHIDONA, 23",,,,L-V 8:00-20H.,,MUNICIPAL,No,No,609357563,,POINT (-4.453083592399225 36.71728130557064),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1f12,6220572,,,,,,,-1,0,-1,,,3987,DEA_552,METRO Estación Portada Alta. (Vestíbulo),"CALLE CÓMPETA, 29",,j.ocana@metromalaga.es,,"Lunes a Jueves: 06:30-23:15
Viernes: 06:30-1:45
Sábado: 07:00-01:45
Domingo y festivos: 07:00-23:15
Horarios especiales Navidad, Semana Santa y Feria. Consultar oficina Att. Cliente: 902112233",,PRIVADA,No,No,952061641,,POINT (-4.4534561358545925 36.719264482074756),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1f11,6220573,,,,,,,-1,0,-1,,,74517,DEA_764,"TOTEM (C/Kandiusky, 2)","CALLE KANDINSKY, 2",,jtoscano@malaga.eu,,24 h.,,MUNICIPAL,No,No,682760873,,POINT (-4.463689781249818 36.71495571820506),Si,92
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1f10,6220575,,,,,,,-1,0,-1,,,4182,DEA_557,METRO Estación Barbarela (Vestíbulo),"AVENIDA DE JUAN XXIII, 66",,j.ocana@metromalaga.es,,"Lunes a Jueves	06:30-23:15
Viernes	06:30-01:45
Sábado	07:00-01:45
Domingo y Festivos	07:00-23:15
",,PRIVADA,No,No,952061641,,POINT (-4.445868147570972 36.71161683958612),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1f0f,6220576,,,,,,,-1,0,-1,,,3869,DEA_036,Parking Carlos Haya. Fuera Cabina,"AVENIDA DE SANTA ROSA DE LIMA, 4",,jmcano@smassa.eu,,08:00-22:00,,MUNICIPAL,No,No,952060104,,POINT (-4.449122145553487 36.72212351125216),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1f0e,6220577,,,,,,,-1,0,-1,,,3186,DEA_058,ÁREA CEMI (Módulo 4. Pasillo a la derecha),"CALLE CONCEJAL MUÑOZ CERVÁN, 3",,cemi@malaga.eu,,De lunes a viernes de 7:30 a 21:00 horas. Sábado y domingo cerrado.,,MUNICIPAL,No,No,951928500,,POINT (-4.4388793326825375 36.697930501955284),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1f0d,6220578,,,,,,,-1,0,-1,,,3626,DEA_076,ÁREA Derechos Sociales ( Servicios Centrales) Entrada,"CALLE CONCEJAL MUÑOZ CERVÁN, 3",,mtlopez@malaga.eu,,7:15-20:00h,,MUNICIPAL,No,No,951928441,,POINT (-4.439358078752851 36.69819183147762),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1f0c,6220579,,,,,,,-1,0,-1,,,3863,DEA_030,"Mercado Huelin ( C/Hoz, junto a escaleras)","CALLE LA HOZ, 37",,mnaranjo@malaga.eu,,L a S: 08:00 - 15:00h,,MUNICIPAL,No,No,,,POINT (-4.438281168513384 36.70255573875922),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1f0b,6220580,,,,,,,-1,0,-1,,,3205,DEA_019,"BIBLIOTECA ""Francisco de Quevedo""  Bda. La Luz (Junto a sala ordenadores)","PLAZA DE LA LUZ, 1",,mecano@malaga.eu,,"L-M-X-J-V 09:30 a 14:00h 
L Y X16:30-20:30h",,MUNICIPAL,No,No,,,POINT (-4.453075208079891 36.69618519331375),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1f0a,6220581,,,,,,,-1,0,-1,,,7144,DEA_215,Centro Social La Asunción. (Hall),"CALLE ALOZAINA, 13",,mltomecazorla@gmail.com,,L a S 10:00 a 14:00 y 17:00 a 22:00h.,,MUNICIPAL,No,No,620965322,,POINT (-4.447531276756018 36.70991110917162),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1f09,6220582,,,,,,,-1,0,-1,,,4181,DEA_556,METRO Estación el Torcal (Vestíbulo),"AVENIDA DE VELÁZQUEZ, 10",,j.ocana@metromalaga.es,,"Lunes a Jueves	06:30-23:15
Viernes	06:30-01:45
Sábado	07:00-01:45
Domingo y Festivos	07:00-23:15
",,PRIVADA,No,No,952061641,,POINT (-4.4461500850775835 36.699684737493854),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1f08,6220583,,,,,,,-1,0,-1,,,3985,DEA_550,METRO Estación Perchel (Vestíbulo),"CALLE EXPLANADA DE LA ESTACIÓN, 1",,j.ocana@metromalaga.es,,"Lunes a Jueves: 06:30-23:15
Viernes: 06:30-1:45
Sábado: 07:00-01:45
Domingo y festivos: 07:00-23:15
Horarios especiales Navidad, Semana Santa y Feria. Consultar oficina Att. Cliente: 902112233",,PRIVADA,No,No,952061641,,POINT (-4.4315130445922835 36.71267967413938),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1f07,6220584,,,,,,,-1,0,-1,,,3624,DEA_074,Parking Andalucia (Dentro cabina control),"AVENIDA DE ANDALUCÍA, 4",,jmcano@smassa.es,,08:00-22:00,,MUNICIPAL,No,No,952305919,,POINT (-4.42796551074954 36.717296102475814),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1f06,6220585,,,,,,,-1,0,-1,,,7867,DEA_244,"TOTEM (Avda. Andalucía nº4, esquina El Corte Inglés con Hacienda)","AVENIDA DE ANDALUCÍA, 4",,jtoscano@malaga.eu,,24h,,MUNICIPAL,No,No,,,POINT (-4.427576149003304 36.71717357496724),Si,92
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1f05,6220586,,,,,,,-1,0,-1,,,74521,DEA_768,"TOTEM (Magistrado Salvador Barbera, 18)","CALLE MAGISTRADO SALVADOR BARBERÁ, 18",,jtoscano@malaga.eu,,24 h.,,MUNICIPAL,No,No,682760873,,POINT (-4.443875580659342 36.7245363011193),Si,92
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1f04,6220587,,,,,,,-1,0,-1,,,3518,DEA_654,UMA E.T.S. de Arquitectura (Conserjería),"PLAZA EJIDO, 1",,,,"L-V de 8 a 21 h.
",,UMA,No,No,952131425,,POINT (-4.419460962673128 36.72813391924096),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1f03,6220588,,,,,,,-1,0,-1,,,3519,DEA_655,UMA Facultad de Bellas Artes (Entrada 2º Edificio),"PLAZA EJIDO, 1",,,,"L-V : 8:00 A 21:00h
Sábado: 9:00 a 14:00h",,UMA,No,No,952131375,,POINT (-4.419799514896292 36.72764016626405),No,82
